week_end,condition,percent_visits,age_group,age_min,age_max,is_overall
19-07-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
19-07-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
19-07-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
19-07-2025,Sinus infection,0.2,Overall,,,TRUE
26-07-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
26-07-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
26-07-2025,Sinus infection,0.1,Kids 5-17,5,17,FALSE
26-07-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
26-07-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
26-07-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
26-07-2025,Sinus infection,0.2,Overall,,,TRUE
02-08-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
02-08-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
02-08-2025,Sinus infection,0.1,Kids 5-17,5,17,FALSE
02-08-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
02-08-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
02-08-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
02-08-2025,Sinus infection,0.2,Overall,,,TRUE
09-08-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
09-08-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
09-08-2025,Sinus infection,0.1,Kids 5-17,5,17,FALSE
09-08-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
09-08-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
09-08-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
09-08-2025,Sinus infection,0.2,Overall,,,TRUE
16-08-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
16-08-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
16-08-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
16-08-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
16-08-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
16-08-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
16-08-2025,Sinus infection,0.2,Overall,,,TRUE
23-08-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
23-08-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
23-08-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
23-08-2025,Sinus infection,0.2,Adults 18-49,18,49,FALSE
23-08-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
23-08-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
23-08-2025,Sinus infection,0.2,Overall,,,TRUE
30-08-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
30-08-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
30-08-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
30-08-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
30-08-2025,Sinus infection,0.2,Adults 50-64,50,64,FALSE
30-08-2025,Sinus infection,0.1,Seniors 65+,65,,FALSE
30-08-2025,Sinus infection,0.2,Overall,,,TRUE
06-09-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
06-09-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
06-09-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
06-09-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
06-09-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
06-09-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
06-09-2025,Sinus infection,0.2,Overall,,,TRUE
13-09-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
13-09-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
13-09-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
13-09-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
13-09-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
13-09-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
13-09-2025,Sinus infection,0.2,Overall,,,TRUE
20-09-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
20-09-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
20-09-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
20-09-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
20-09-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
20-09-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
20-09-2025,Sinus infection,0.3,Overall,,,TRUE
27-09-2025,Sinus infection,0,Infants 0-1,0,1,FALSE
27-09-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
27-09-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
27-09-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
27-09-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
27-09-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
27-09-2025,Sinus infection,0.2,Overall,,,TRUE
04-10-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
04-10-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
04-10-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
04-10-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
04-10-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
04-10-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
04-10-2025,Sinus infection,0.2,Overall,,,TRUE
11-10-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
11-10-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
11-10-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
11-10-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
11-10-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
11-10-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
11-10-2025,Sinus infection,0.2,Overall,,,TRUE
18-10-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
18-10-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
18-10-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
18-10-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
18-10-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
18-10-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
18-10-2025,Sinus infection,0.2,Overall,,,TRUE
25-10-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
25-10-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
25-10-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
25-10-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
25-10-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
25-10-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
25-10-2025,Sinus infection,0.2,Overall,,,TRUE
01-11-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
01-11-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
01-11-2025,Sinus infection,0.2,Kids 5-17,5,17,FALSE
01-11-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
01-11-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
01-11-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
01-11-2025,Sinus infection,0.3,Overall,,,TRUE
08-11-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
08-11-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
08-11-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
08-11-2025,Sinus infection,0.3,Adults 18-49,18,49,FALSE
08-11-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
08-11-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
08-11-2025,Sinus infection,0.3,Overall,,,TRUE
15-11-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
15-11-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
15-11-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
15-11-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
15-11-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
15-11-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
15-11-2025,Sinus infection,0.3,Overall,,,TRUE
22-11-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
22-11-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
22-11-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
22-11-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
22-11-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
22-11-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
22-11-2025,Sinus infection,0.3,Overall,,,TRUE
29-11-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
29-11-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
29-11-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
29-11-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
29-11-2025,Sinus infection,0.3,Adults 50-64,50,64,FALSE
29-11-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
29-11-2025,Sinus infection,0.3,Overall,,,TRUE
06-12-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
06-12-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
06-12-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
06-12-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
06-12-2025,Sinus infection,0.4,Adults 50-64,50,64,FALSE
06-12-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
06-12-2025,Sinus infection,0.3,Overall,,,TRUE
13-12-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
13-12-2025,Sinus infection,0.1,Kids 2-4,2,4,FALSE
13-12-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
13-12-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
13-12-2025,Sinus infection,0.4,Adults 50-64,50,64,FALSE
13-12-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
13-12-2025,Sinus infection,0.3,Overall,,,TRUE
20-12-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
20-12-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
20-12-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
20-12-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
20-12-2025,Sinus infection,0.4,Adults 50-64,50,64,FALSE
20-12-2025,Sinus infection,0.2,Seniors 65+,65,,FALSE
20-12-2025,Sinus infection,0.3,Overall,,,TRUE
27-12-2025,Sinus infection,0.1,Infants 0-1,0,1,FALSE
27-12-2025,Sinus infection,0.2,Kids 2-4,2,4,FALSE
27-12-2025,Sinus infection,0.3,Kids 5-17,5,17,FALSE
27-12-2025,Sinus infection,0.4,Adults 18-49,18,49,FALSE
27-12-2025,Sinus infection,0.4,Adults 50-64,50,64,FALSE
27-12-2025,Sinus infection,0.3,Seniors 65+,65,,FALSE
27-12-2025,Sinus infection,0.3,Overall,,,TRUE
03-01-2026,Sinus infection,0.1,Infants 0-1,0,1,FALSE
03-01-2026,Sinus infection,0.1,Kids 2-4,2,4,FALSE
03-01-2026,Sinus infection,0.4,Kids 5-17,5,17,FALSE
03-01-2026,Sinus infection,0.4,Adults 18-49,18,49,FALSE
03-01-2026,Sinus infection,0.5,Adults 50-64,50,64,FALSE
03-01-2026,Sinus infection,0.3,Seniors 65+,65,,FALSE
03-01-2026,Sinus infection,0.4,Overall,,,TRUE
10-01-2026,Sinus infection,0.1,Infants 0-1,0,1,FALSE
10-01-2026,Sinus infection,0.1,Kids 2-4,2,4,FALSE
10-01-2026,Sinus infection,0.3,Kids 5-17,5,17,FALSE
10-01-2026,Sinus infection,0.4,Adults 18-49,18,49,FALSE
10-01-2026,Sinus infection,0.4,Adults 50-64,50,64,FALSE
10-01-2026,Sinus infection,0.3,Seniors 65+,65,,FALSE
10-01-2026,Sinus infection,0.3,Overall,,,TRUE
17-01-2026,Sinus infection,0.1,Infants 0-1,0,1,FALSE
17-01-2026,Sinus infection,0.1,Kids 2-4,2,4,FALSE
17-01-2026,Sinus infection,0.2,Kids 5-17,5,17,FALSE
17-01-2026,Sinus infection,0.4,Adults 18-49,18,49,FALSE
17-01-2026,Sinus infection,0.3,Adults 50-64,50,64,FALSE
17-01-2026,Sinus infection,0.2,Seniors 65+,65,,FALSE
17-01-2026,Sinus infection,0.3,Overall,,,TRUE
07-10-2023,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
07-10-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
07-10-2023,Sore throat (including strep throat),6.1,Kids 5-17,5,17,FALSE
07-10-2023,Sore throat (including strep throat),1.9,Adults 18-49,18,49,FALSE
07-10-2023,Sore throat (including strep throat),0.6,Adults 50-64,50,64,FALSE
07-10-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
07-10-2023,Sore throat (including strep throat),1.8,Overall,,,TRUE
14-10-2023,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
14-10-2023,Sore throat (including strep throat),4.2,Kids 2-4,2,4,FALSE
14-10-2023,Sore throat (including strep throat),6.3,Kids 5-17,5,17,FALSE
14-10-2023,Sore throat (including strep throat),1.9,Adults 18-49,18,49,FALSE
14-10-2023,Sore throat (including strep throat),0.6,Adults 50-64,50,64,FALSE
14-10-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
14-10-2023,Sore throat (including strep throat),1.8,Overall,,,TRUE
21-10-2023,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
21-10-2023,Sore throat (including strep throat),4.2,Kids 2-4,2,4,FALSE
21-10-2023,Sore throat (including strep throat),6.4,Kids 5-17,5,17,FALSE
21-10-2023,Sore throat (including strep throat),2,Adults 18-49,18,49,FALSE
21-10-2023,Sore throat (including strep throat),0.6,Adults 50-64,50,64,FALSE
21-10-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
21-10-2023,Sore throat (including strep throat),1.9,Overall,,,TRUE
28-10-2023,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
28-10-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
28-10-2023,Sore throat (including strep throat),6.6,Kids 5-17,5,17,FALSE
28-10-2023,Sore throat (including strep throat),2,Adults 18-49,18,49,FALSE
28-10-2023,Sore throat (including strep throat),0.6,Adults 50-64,50,64,FALSE
28-10-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
28-10-2023,Sore throat (including strep throat),1.9,Overall,,,TRUE
04-11-2023,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
04-11-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
04-11-2023,Sore throat (including strep throat),7,Kids 5-17,5,17,FALSE
04-11-2023,Sore throat (including strep throat),2.1,Adults 18-49,18,49,FALSE
04-11-2023,Sore throat (including strep throat),0.6,Adults 50-64,50,64,FALSE
04-11-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
04-11-2023,Sore throat (including strep throat),2,Overall,,,TRUE
11-11-2023,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
11-11-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
11-11-2023,Sore throat (including strep throat),7.3,Kids 5-17,5,17,FALSE
11-11-2023,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
11-11-2023,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
11-11-2023,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
11-11-2023,Sore throat (including strep throat),2.1,Overall,,,TRUE
18-11-2023,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
18-11-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
18-11-2023,Sore throat (including strep throat),7.4,Kids 5-17,5,17,FALSE
18-11-2023,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
18-11-2023,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
18-11-2023,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
18-11-2023,Sore throat (including strep throat),2.1,Overall,,,TRUE
25-11-2023,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
25-11-2023,Sore throat (including strep throat),3.9,Kids 2-4,2,4,FALSE
25-11-2023,Sore throat (including strep throat),7.4,Kids 5-17,5,17,FALSE
25-11-2023,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
25-11-2023,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
25-11-2023,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
25-11-2023,Sore throat (including strep throat),2.1,Overall,,,TRUE
02-12-2023,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
02-12-2023,Sore throat (including strep throat),3.8,Kids 2-4,2,4,FALSE
02-12-2023,Sore throat (including strep throat),7,Kids 5-17,5,17,FALSE
02-12-2023,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
02-12-2023,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
02-12-2023,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
02-12-2023,Sore throat (including strep throat),2.1,Overall,,,TRUE
09-12-2023,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
09-12-2023,Sore throat (including strep throat),4,Kids 2-4,2,4,FALSE
09-12-2023,Sore throat (including strep throat),7.6,Kids 5-17,5,17,FALSE
09-12-2023,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
09-12-2023,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
09-12-2023,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
09-12-2023,Sore throat (including strep throat),2.2,Overall,,,TRUE
16-12-2023,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
16-12-2023,Sore throat (including strep throat),4.1,Kids 2-4,2,4,FALSE
16-12-2023,Sore throat (including strep throat),8.1,Kids 5-17,5,17,FALSE
16-12-2023,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
16-12-2023,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
16-12-2023,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
16-12-2023,Sore throat (including strep throat),2.4,Overall,,,TRUE
23-12-2023,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
23-12-2023,Sore throat (including strep throat),4.2,Kids 2-4,2,4,FALSE
23-12-2023,Sore throat (including strep throat),8.2,Kids 5-17,5,17,FALSE
23-12-2023,Sore throat (including strep throat),2.5,Adults 18-49,18,49,FALSE
23-12-2023,Sore throat (including strep throat),0.9,Adults 50-64,50,64,FALSE
23-12-2023,Sore throat (including strep throat),0.5,Seniors 65+,65,,FALSE
23-12-2023,Sore throat (including strep throat),2.4,Overall,,,TRUE
30-12-2023,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
30-12-2023,Sore throat (including strep throat),3.8,Kids 2-4,2,4,FALSE
30-12-2023,Sore throat (including strep throat),7.3,Kids 5-17,5,17,FALSE
30-12-2023,Sore throat (including strep throat),2.7,Adults 18-49,18,49,FALSE
30-12-2023,Sore throat (including strep throat),1,Adults 50-64,50,64,FALSE
30-12-2023,Sore throat (including strep throat),0.5,Seniors 65+,65,,FALSE
30-12-2023,Sore throat (including strep throat),2.2,Overall,,,TRUE
06-01-2024,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
06-01-2024,Sore throat (including strep throat),3.8,Kids 2-4,2,4,FALSE
06-01-2024,Sore throat (including strep throat),6.5,Kids 5-17,5,17,FALSE
06-01-2024,Sore throat (including strep throat),2.6,Adults 18-49,18,49,FALSE
06-01-2024,Sore throat (including strep throat),1,Adults 50-64,50,64,FALSE
06-01-2024,Sore throat (including strep throat),0.5,Seniors 65+,65,,FALSE
06-01-2024,Sore throat (including strep throat),2.1,Overall,,,TRUE
13-01-2024,Sore throat (including strep throat),0.7,Infants 0-1,0,1,FALSE
13-01-2024,Sore throat (including strep throat),3.9,Kids 2-4,2,4,FALSE
13-01-2024,Sore throat (including strep throat),7,Kids 5-17,5,17,FALSE
13-01-2024,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
13-01-2024,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
13-01-2024,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
13-01-2024,Sore throat (including strep throat),2,Overall,,,TRUE
20-01-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
20-01-2024,Sore throat (including strep throat),4,Kids 2-4,2,4,FALSE
20-01-2024,Sore throat (including strep throat),7.1,Kids 5-17,5,17,FALSE
20-01-2024,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
20-01-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
20-01-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
20-01-2024,Sore throat (including strep throat),1.9,Overall,,,TRUE
27-01-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
27-01-2024,Sore throat (including strep throat),4.3,Kids 2-4,2,4,FALSE
27-01-2024,Sore throat (including strep throat),7.7,Kids 5-17,5,17,FALSE
27-01-2024,Sore throat (including strep throat),2.1,Adults 18-49,18,49,FALSE
27-01-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
27-01-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
27-01-2024,Sore throat (including strep throat),2,Overall,,,TRUE
03-02-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
03-02-2024,Sore throat (including strep throat),4.4,Kids 2-4,2,4,FALSE
03-02-2024,Sore throat (including strep throat),8.2,Kids 5-17,5,17,FALSE
03-02-2024,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
03-02-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
03-02-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
03-02-2024,Sore throat (including strep throat),2.2,Overall,,,TRUE
10-02-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
10-02-2024,Sore throat (including strep throat),4.5,Kids 2-4,2,4,FALSE
10-02-2024,Sore throat (including strep throat),8.6,Kids 5-17,5,17,FALSE
10-02-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
10-02-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
10-02-2024,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
10-02-2024,Sore throat (including strep throat),2.3,Overall,,,TRUE
17-02-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
17-02-2024,Sore throat (including strep throat),4.6,Kids 2-4,2,4,FALSE
17-02-2024,Sore throat (including strep throat),8.6,Kids 5-17,5,17,FALSE
17-02-2024,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
17-02-2024,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
17-02-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
17-02-2024,Sore throat (including strep throat),2.3,Overall,,,TRUE
24-02-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
24-02-2024,Sore throat (including strep throat),4.5,Kids 2-4,2,4,FALSE
24-02-2024,Sore throat (including strep throat),8.4,Kids 5-17,5,17,FALSE
24-02-2024,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
24-02-2024,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
24-02-2024,Sore throat (including strep throat),0.4,Seniors 65+,65,,FALSE
24-02-2024,Sore throat (including strep throat),2.3,Overall,,,TRUE
02-03-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
02-03-2024,Sore throat (including strep throat),4.7,Kids 2-4,2,4,FALSE
02-03-2024,Sore throat (including strep throat),8.4,Kids 5-17,5,17,FALSE
02-03-2024,Sore throat (including strep throat),2.4,Adults 18-49,18,49,FALSE
02-03-2024,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
02-03-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
02-03-2024,Sore throat (including strep throat),2.3,Overall,,,TRUE
09-03-2024,Sore throat (including strep throat),0.8,Infants 0-1,0,1,FALSE
09-03-2024,Sore throat (including strep throat),4.6,Kids 2-4,2,4,FALSE
09-03-2024,Sore throat (including strep throat),8.3,Kids 5-17,5,17,FALSE
09-03-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
09-03-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
09-03-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
09-03-2024,Sore throat (including strep throat),2.3,Overall,,,TRUE
16-03-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
16-03-2024,Sore throat (including strep throat),4.6,Kids 2-4,2,4,FALSE
16-03-2024,Sore throat (including strep throat),8,Kids 5-17,5,17,FALSE
16-03-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
16-03-2024,Sore throat (including strep throat),0.8,Adults 50-64,50,64,FALSE
16-03-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
16-03-2024,Sore throat (including strep throat),2.2,Overall,,,TRUE
23-03-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
23-03-2024,Sore throat (including strep throat),4.7,Kids 2-4,2,4,FALSE
23-03-2024,Sore throat (including strep throat),8,Kids 5-17,5,17,FALSE
23-03-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
23-03-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
23-03-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
23-03-2024,Sore throat (including strep throat),2.2,Overall,,,TRUE
30-03-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
30-03-2024,Sore throat (including strep throat),4.7,Kids 2-4,2,4,FALSE
30-03-2024,Sore throat (including strep throat),8,Kids 5-17,5,17,FALSE
30-03-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
30-03-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
30-03-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
30-03-2024,Sore throat (including strep throat),2.2,Overall,,,TRUE
06-04-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
06-04-2024,Sore throat (including strep throat),4.6,Kids 2-4,2,4,FALSE
06-04-2024,Sore throat (including strep throat),7.2,Kids 5-17,5,17,FALSE
06-04-2024,Sore throat (including strep throat),2.3,Adults 18-49,18,49,FALSE
06-04-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
06-04-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
06-04-2024,Sore throat (including strep throat),2.1,Overall,,,TRUE
13-04-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
13-04-2024,Sore throat (including strep throat),4.5,Kids 2-4,2,4,FALSE
13-04-2024,Sore throat (including strep throat),7,Kids 5-17,5,17,FALSE
13-04-2024,Sore throat (including strep throat),2.2,Adults 18-49,18,49,FALSE
13-04-2024,Sore throat (including strep throat),0.7,Adults 50-64,50,64,FALSE
13-04-2024,Sore throat (including strep throat),0.3,Seniors 65+,65,,FALSE
13-04-2024,Sore throat (including strep throat),2,Overall,,,TRUE
20-04-2024,Sore throat (including strep throat),0.9,Infants 0-1,0,1,FALSE
